Identifiant;Chaine;startDate;endDate;referenceDate;DureeSecondes;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;NatureProduction;Producteurs;Descripteurs;Generiques;Genres;Thematique;IdentifiantMediametrie;IdentifiantImedia
"5028525_001";"France 2";"2013-06-07T08:52:49+01:00";"2013-06-07T08:56:40+01:00";"2013-06-07";"231";"9h00 le journal : [émission du 7 juin 2013]";"9h00 le journal";"Télématin";"";"Production propre";"";"";"";"Journal télévisé";"";"46939";""
"5028526_001";"France 2";"2013-06-07T08:59:35+01:00";"2013-06-07T09:04:54+01:00";"2013-06-07";"319";"[Interprogrammes F2 de 8 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 8 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"242";""
"5028527_001";"France 2";"2013-06-07T09:04:54+01:00";"2013-06-07T09:06:38+01:00";"2013-06-07";"104";"Point route : [émission du 07 juin 2013]";"Point route";"";"";"Production propre";"";"";"Maurice, Valérie (Présentateur)";"Message info";"";"42752";"52217039"
"5028528_001";"France 2";"2013-06-07T09:06:38+01:00";"2013-06-07T09:08:43+01:00";"2013-06-07";"125";"Jean Luc Moreau : J'y étais !";"Dans quelle étagère";"";"";"Production propre";"France 2, 2013 (Producteur)";"";"Moreau, Jean Luc (Participant)|Atlan, Monique (Présentateur)|Bonnefoy, Stephan (Réalisateur)";"Magazine";"Littérature";"16643";"52215566"
"5028529_001";"France 2";"2013-06-07T09:08:43+01:00";"2013-06-07T09:32:04+01:00";"2013-06-07";"1401";"Des jours et des vies : 3221ème épisode";"Des jours et des vies";"";"";"Achat de droits de diffusion";"";"";"Reckell, Peter (Interprète)|Sweeney, Alison (Interprète)|Dattilo, Bryan (Interprète)|Madison, Martha (Interprète)|Johnson, Jay Kenneth (Interprète)|Fath, Farah (Interprète)|Cedeño, Matt (Interprète)|Beemer, Brandon (Interprète)";"Feuilleton";"Fiction";"32641";"52215726"
"5028530_001";"France 2";"2013-06-07T09:32:04+01:00";"2013-06-07T09:35:49+01:00";"2013-06-07";"225";"[Interprogrammes F2 de 9 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 9 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"64834";""
"5028531_001";"France 2";"2013-06-07T09:35:49+01:00";"2013-06-07T09:56:50+01:00";"2013-06-07";"1261";"Amour, gloire et beauté : 6079 ème épisode";"Amour, gloire et beauté = Top Models";"";"";"Achat de droits de diffusion";"";"";"";"Feuilleton";"Fiction";"28793";"32955010"
"5028532_001";"France 2";"2013-06-07T09:56:50+01:00";"2013-06-07T10:00:27+01:00";"2013-06-07";"217";"[Interprogrammes F2 de 9 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 9 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5028533_001";"France 2";"2013-06-07T10:00:27+01:00";"2013-06-07T10:50:02+01:00";"2013-06-07";"2975";"C'est au programme : [émission du 07 juin 2013]";"C'est au programme";"";"Magazine d'informations pratiques présenté par Damien THEVENOT entouré de ses chroniqueurs.";"Production propre";"France 2, 2013 (Producteur)";"musique|beauté|album|consommation|Le Forestier, Maxime|cuisine";"Dubois, Sonia (Présentateur)|Leymergie, William (Producteur)|Zeitoun, Frédéric (Présentateur)|Regnier, Didier (Rédacteur en chef)|Thévenot, Damien (Présentateur)|Le Bras, Olivier (Réalisateur)|Leautey, Eric (Présentateur)|Marcellin, Alexandre (Présentateur)|Ballet, Loïc (Présentateur)|Abderrahim, Karine (Présentateur)";"Magazine";"Informations pratiques";"67979";"52167528"
"5028534_001";"France 2";"2013-06-07T10:50:02+01:00";"2013-06-07T10:53:47+01:00";"2013-06-07";"225";"[Interprogrammes F2 de 10 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 10 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5028535_001";"France 2";"2013-06-07T10:53:47+01:00";"2013-06-07T10:55:40+01:00";"2013-06-07";"113";"Météo Outre Mer : [émission du 7 juin 2013]";"Météo Outre Mer";"";"";"Production propre";"France Télévisions, 2013 (Producteur)";"";"";"Message info";"Informations pratiques";"108259";"52217040"
"5028536_001";"France 2";"2013-06-07T10:55:40+01:00";"2013-06-07T10:59:31+01:00";"2013-06-07";"231";"[Interprogrammes F2 de 10 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 10 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"2947";""
"5028537_001";"France 2";"2013-06-07T10:59:31+01:00";"2013-06-07T11:25:25+01:00";"2013-06-07";"1554";"Motus : [émission du 07 juin 2013]";"Motus";"";"";"Coproduction";"";"";"Beccaro, Thierry (Présentateur)";"Jeu";"";"27965";"52215838"
"5028538_001";"France 2";"2013-06-07T11:25:25+01:00";"2013-06-07T11:29:47+01:00";"2013-06-07";"262";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5028539_001";"France 2";"2013-06-07T11:29:47+01:00";"2013-06-07T11:56:45+01:00";"2013-06-07";"1618";"Les Z'amours : [émission du 07 juin 2013]";"Les Z'amours";"";"";"Coproduction";"";"";"Tex (Présentateur)";"Jeu";"";"49438";"52215745"
"5028540_001";"France 2";"2013-06-07T11:56:45+01:00";"2013-06-07T12:02:10+01:00";"2013-06-07";"325";"[Interprogrammes F2 de 11 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 11 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5028541_001";"France 2";"2013-06-07T12:02:10+01:00";"2013-06-07T12:48:25+01:00";"2013-06-07";"2775";"Tout le monde veut prendre sa place : [émission du 07 juin 2013]";"Tout le monde veut prendre sa place";"";"";"Coproduction";"";"";"Nagui-présentateur (Présentateur)";"Jeu";"";"8410";"52215872"
"5028542_001";"France 2";"2013-06-07T12:48:25+01:00";"2013-06-07T12:55:41+01:00";"2013-06-07";"436";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"12045";""
"5028543_001";"France 2";"2013-06-07T12:55:41+01:00";"2013-06-07T12:58:25+01:00";"2013-06-07";"164";"Météo 2 : [émission du 07 Juin 2013]";"Météo 2";"";"";"Production propre";"";"";"";"Message info";"Informations pratiques";"46932";"52217041"
"5028544_001";"France 2";"2013-06-07T12:58:25+01:00";"2013-06-07T12:59:01+01:00";"2013-06-07";"36";"[Interprogrammes F2 de 12 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 12 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"39065";""
"5028545_001";"France 2";"2013-06-07T12:59:01+01:00";"2013-06-07T13:43:40+01:00";"2013-06-07";"2679";"13 heures : [émission du 07 juin 2013]";"13 heures";"";"";"Production propre";"";"";"Denis, Philippe (Rédacteur en chef)|Molinier, Agnès (Rédacteur en chef)|Lucet, Elise (Présentateur)|Le Saint, Sophie (Présentateur)|Sarfati, Fabien (Réalisateur)|Cailler, Anne Laure (Responsable d'édition)|Velay, Patrice (Rédacteur en chef)";"Journal télévisé";"";"91747";"52217042"
"5028546_001";"France 2";"2013-06-07T13:43:40+01:00";"2013-06-07T13:49:54+01:00";"2013-06-07";"374";"[Interprogrammes F2 de 13 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 13 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5028547_001";"France 2";"2013-06-07T13:49:54+01:00";"2013-06-07T13:52:04+01:00";"2013-06-07";"130";"Météo 2 : [émission du 07 Juin 2013]";"Météo 2";"";"";"Production propre";"";"";"";"Message info";"Informations pratiques";"46932";"52217043"
"5028548_001";"France 2";"2013-06-07T13:52:04+01:00";"2013-06-07T13:52:49+01:00";"2013-06-07";"45";"[Interprogrammes F2 de 13 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 13 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5028549_001";"France 2";"2013-06-07T13:52:49+01:00";"2013-06-07T13:54:58+01:00";"2013-06-07";"129";"Questionnaire santé pour une assurance crédit";"Consomag";"";"";"Mise à disposition de temps d'antenne";"";"";"";"Magazine";"Informations pratiques";"49825";"51929265"
"5028550_001";"France 2";"2013-06-07T13:54:58+01:00";"2013-06-07T13:55:29+01:00";"2013-06-07";"31";"Présentation de l'euro millions : [émission du 7 juin 2013]";"Présentation de l'euro millions";"";"";"Mise à disposition de temps d'antenne";"";"";"";"Bande annonce";"";"88713";""
"5028551_001";"France 2";"2013-06-07T13:55:29+01:00";"2013-06-07T14:01:35+01:00";"2013-06-07";"366";"[Interprogrammes F2 de 13 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 13 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"12045";""
"5028552_001";"France 2";"2013-06-07T14:01:35+01:00";"2013-06-07T19:57:58+01:00";"2013-06-07";"21383";"[Roland Garros : compétition du 07 juin 2013]";"[Tennis. Grand Chelem. Internationaux de France : Roland Garros 2013]";"";"";"Production propre";"";"";"Dominguez, Patrice (Commentateur)|Boetsch, Arnaud (Commentateur)|Brabant, François (Commentateur)|Chamoulaud, Lionel (Commentateur)|Monfort, Nelson (Commentateur)|Clément, Arnaud (Commentateur)|Golovin, Tatiana (Présentateur)|Luyat, Laurent (Présentateur)|Henin, Justine (Commentateur)|Ekland, Louise (Commentateur)";"Retransmission";"Sports";"4762";"52216277"
"5028553_001";"France 2";"2013-06-07T19:57:58+01:00";"2013-06-07T20:40:55+01:00";"2013-06-07";"2577";"20 heures : [émission du 07 juin 2013]";"20 heures";"";"";"Production propre";"";"";"Tortora, Christophe (Rédacteur en chef)|Siou, Olivier (Rédacteur en chef)|Jospin, Lionel (Participant)|Drucker, Marie (Présentateur)|Porteu, Guillaume (Rédacteur en chef)|Delahousse, Laurent (Présentateur)|Gaudin, Jean Louis (Responsable d'édition)|Miramon, Philippe (Réalisateur)";"Journal télévisé";"";"91748";"52217047"
"5028554_001";"France 2";"2013-06-07T20:40:55+01:00";"2013-06-07T20:42:23+01:00";"2013-06-07";"88";"[Interprogrammes F2 de 20 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 20 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"39067";""
"5028555_001";"France 2";"2013-06-07T20:42:23+01:00";"2013-06-07T20:43:44+01:00";"2013-06-07";"81";"Le garçon à la pipe de Picasso";"Histoire d'un rêve";"";"";"Achat de droits de diffusion";"R & G Productions, 2013 (Producteur)";"";"Luciani, Paul (Réalisateur)|Boucher, Hélène (Présentateur)";"Mini programme";"";"114016";"52215732"
"5028556_001";"France 2";"2013-06-07T20:43:44+01:00";"2013-06-07T20:44:04+01:00";"2013-06-07";"20";"[Interprogrammes F2 de 20 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 20 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5028557_001";"France 2";"2013-06-07T20:44:04+01:00";"2013-06-07T20:45:11+01:00";"2013-06-07";"67";"L'élevage urbain";"Emission de solutions";"";"";"Achat de droits de diffusion";"Tip Top Productions, 2011 (Producteur)";"";"Munch, Vincent (Réalisateur)|Villoutreix, Frédéric (Producteur)";"Mini programme";"Environnement";"45985";"14671242"
"5028558_001";"France 2";"2013-06-07T20:45:11+01:00";"2013-06-07T20:46:30+01:00";"2013-06-07";"79";"[Interprogrammes F2 de 20 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 20 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5028559_001";"France 2";"2013-06-07T20:46:30+01:00";"2013-06-07T20:47:39+01:00";"2013-06-07";"69";"[Les internationaux de France de Roland Garros 2013 : les fautes de Djokovic face à Nadal ]";"L'image du jour. [Tennis]";"";"";"Production propre";"France Télévisions, 2013 (Producteur)";"";"";"Mini programme";"Sports";"59979";"52642505"
"5028560_001";"France 2";"2013-06-07T20:47:39+01:00";"2013-06-07T20:50:47+01:00";"2013-06-07";"188";"Météo 2 : [émission du 07 Juin 2013]";"Météo 2";"";"";"Production propre";"France 2, 2013 (Producteur)";"";"";"Message info";"Informations pratiques";"46932";"52217048"
"5028561_001";"France 2";"2013-06-07T20:50:47+01:00";"2013-06-07T22:18:42+01:00";"2013-06-07";"5275";"Vendredi polar : [programme du 07 juin 2013]";"";"Vendredi polar";"";"Production propre";"";"";"";"Tranche horaire";"";"108481";""
"5028562_001";"France 2";"2013-06-07T20:51:06+01:00";"2013-06-07T22:18:42+01:00";"2013-06-07";"5256";"Le coup du lapin";"Tango";"Vendredi polar";"Série policière adaptée des romans d'Elisa VIX mettant en scène un tandem de policiers le capitaine Sauvage qui n'accepte pas ses paternités et le lieutenant Joana Larsen, dont la vie privée reste mystérieuse. Dans cet  épisode, l'enquête concerne la disparition du corps de Nadia Verneuil à la morgue suspectée d'avoir été tuée ou d'avoir souhaiter disparaitre des griffes d'un mari jaloux...";"Pré achat droits de diffusion";"Capa Drama, 2013 (Producteur)|France Télévisions, 2013 (Avec la participation de)";"médecin légiste|conjoint|décès|victime|morgue|mensonge|vol-infraction|enquête de police|corps";"Grevill, Laurent (Interprète)|Giovaninetti, Arnaud (Interprète)|Gubitsch, Tomas (Compositeur de la musique pré-existante)|Saada, Sylvain (Scénariste)|Richert, Carole (Interprète)|Thiam, Xavier (Interprète)|Rehlinger, Boris (Interprète)|Paul, Eric (Interprète)|Herdt, Nicolas (Réalisateur)|Fleurot, Audrey (Interprète)|Kapps, Gilles Vincent (Interprète)|Vix, Elisa (Scénariste)|Bournaud, Jeanne (Interprète)";"Téléfilm";"Intrigue policière";"101221";"52167598"
"5028563_001";"France 2";"2013-06-07T22:18:42+01:00";"2013-06-07T22:21:53+01:00";"2013-06-07";"191";"[Interprogrammes F2 de 22 heures : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 22 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"242";""
"5028564_001";"France 2";"2013-06-07T22:21:53+01:00";"2013-06-08T00:22:38+01:00";"2013-06-07";"7245";"Ce soir (ou jamais !) : [émission du 07 juin 2013]";"Ce soir (ou jamais !)";"";"Talk show présenté en direct par Frédéric TADDEI qui propose à ses invités de débattre autour du thème : Liberté, égalité, fraternité : jusqu'à quel point ?
L'émission comprend un entretien avec Guy Beart et s'achève par une interprétation musicale en plateau du groupe Savages.";"Coproduction";"MFP Multimédia France Production, 2013 (Producteur)|France Télévisions, 2013 (Producteur)";"fumeur|salaire|famille|revenu|interdiction|cigarette|tabagisme|baisse|Suisse|Caf|santé publique|politique sociale|tabac|aide sociale";"Lemennicier, Bertrand (Participant)|Rouart, Jean Marie (Participant)|Béart, Guy (Participant)|Hirsch, Martin (Participant)|Sterdyniak, Henri (Participant)|Fleury, Cynthia (Participant)|Simaga, Léonie (Participant)|Friot, Bernard (Participant)|Koenig, Gaspard (Participant)|Savages-groupe (Participant)|Taddei, Frédéric (Présentateur)|Ferraro, Nicolas (Réalisateur)";"Talk show";"";"114958";"52167631"
"5028565_001";"France 2";"2013-06-08T00:22:38+01:00";"2013-06-08T00:23:23+01:00";"2013-06-07";"45";"[Interprogrammes F2 de 0 heure : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 0 heure]";"";"Production propre";"";"";"";"Interprogrammes";"";"39069";""
"5028566_001";"France 2";"2013-06-08T00:23:23+01:00";"2013-06-08T00:27:36+01:00";"2013-06-07";"253";"Tirage de l'Euro millions : [émission du 7 juin 2013]";"Tirage de l'Euro millions";"";"";"Mise à disposition de temps d'antenne";"";"";"";"Retransmission|Jeu";"";"88714";"52215867"
"5028567_001";"France 2";"2013-06-08T00:27:36+01:00";"2013-06-08T00:28:59+01:00";"2013-06-07";"83";"[Interprogrammes F2 de 0 heure : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 0 heure]";"";"Mixte";"";"";"";"Interprogrammes";"";"64834";""
"5028568_001";"France 2";"2013-06-08T00:28:59+01:00";"2013-06-08T00:31:05+01:00";"2013-06-07";"126";"Jean-Luc Moreau : J'y étais !";"Dans quelle étagère";"";"";"Production propre";"France 2, 2013 (Producteur)";"";"Bonnefoy, Stephan (Réalisateur)";"Magazine";"Littérature";"16643";"52215566"
"5028569_001";"France 2";"2013-06-08T00:31:05+01:00";"2013-06-08T00:31:30+01:00";"2013-06-07";"25";"[Interprogrammes F2 de 0 heure : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 0 heure]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5028570_001";"France 2";"2013-06-08T00:31:30+01:00";"2013-06-08T00:45:03+01:00";"2013-06-07";"813";"JT nuit : [émission du 07 juin 2013]";"JT nuit";"";"";"Production propre";"";"";"";"Journal télévisé";"";"9281";"52217049"
"5028571_001";"France 2";"2013-06-08T00:45:03+01:00";"2013-06-08T00:47:48+01:00";"2013-06-07";"165";"Météo 2 : [émission du 07 Juin 2013]";"Météo 2";"";"";"Production propre";"";"";"";"Message info";"Informations pratiques";"46932";"52217050"
"5028572_001";"France 2";"2013-06-08T00:47:48+01:00";"2013-06-08T00:48:32+01:00";"2013-06-07";"44";"[Interprogrammes F2 de 0 heure : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 0 heure]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5028573_001";"France 2";"2013-06-08T00:48:32+01:00";"2013-06-08T00:50:37+01:00";"2013-06-07";"125";"Joyce Jonathan";"CD'aujourd'hui";"";"";"Coproduction";"France 2, 2013 (Producteur)|Act 4 Productions, 2013 (Producteur)|R & G Productions, 2013 (Producteur)";"";"Revon, Jérôme (Producteur)|Gateau, Stéphane (Producteur)|Roumejon, Danielle (Producteur)|Mercier, Fabrice (Réalisateur)|Clément, Jacques (Producteur)";"Magazine|Interview entretien";"Musique";"76078";""
"5028574_001";"France 2";"2013-06-08T00:50:37+01:00";"2013-06-08T00:51:06+01:00";"2013-06-07";"29";"[Interprogrammes F2 de 0 heure : programme du 7 juin 2013]";"";"[Interprogrammes F2 de 0 heure]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5028575_001";"France 2";"2013-06-08T00:51:06+01:00";"2013-06-08T01:42:39+01:00";"2013-06-07";"3093";"Retour à Roland Garros : [émission du 7 juin 2013]";"Retour à Roland Garros";"";"Magazine présenté par Daniel LAUCLAIR qui propose un résumé en images des matchs de la 13ème journée des Internationaux de France de tennis de Roland Garros.";"Production propre";"France Télévisions, 2013 (Producteur)";"tournoi|tennis|stade|simple messieurs|handicapé";"Lauclair, Daniel (Présentateur)|Brabant, François (Rédacteur en chef)|Briand, Christophe (Réalisateur)|Houzot, Florent (Rédacteur en chef)";"Magazine|Interview entretien";"Sports";"76565";"52215858"
