Identifiant;Chaine;startDate;endDate;referenceDate;DureeSecondes;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;NatureProduction;Producteurs;Descripteurs;Generiques;Genres;Thematique;IdentifiantMediametrie;IdentifiantImedia
"5671714_001";"France Culture";"2013-06-07T06:35:00+01:00";"2013-06-07T06:42:03+01:00";"2013-06-07";"423";"31ème Marché de la poésie";"L'essai et la revue du jour";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Munier, Jacques (Présentateur)";"Chronique";"";"0";""
"5671715_001";"France Culture";"2013-06-07T06:42:00+01:00";"2013-06-07T06:44:52+01:00";"2013-06-07";"172";"La chronique de Jean Louis Ezine : émission du 07 juin 2013";"La chronique de Jean Louis Ezine";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Ezine, Jean Louis (Présentateur)";"Chronique";"";"0";""
"5671716_001";"France Culture";"2013-06-07T06:45:00+01:00";"2013-06-07T06:58:08+01:00";"2013-06-07";"788";"Les dossiers économiques clés entre la Chine et les Etats Unis";"Les enjeux internationaux";"Les matins de France Culture";"Thierry GARCIN s'entretient avec Jean-François DI MEGLIO, président d'Asia Centre, à propos des relations entre la Chine et les Etats-Unis, à l'occasion de la visite du nouveau président chinois, Xi Jinping, auprès de son homologue américain, Barack Obama.";"Production propre";"Radio France, 2013 (Producteur)";"relations économiques|relations internationales|Etats Unis|Chine République populaire|chef d'Etat|Obama, Barack|voyage officiel|Xi, Jinping|pouvoir politique";"Garcin, Thierry (Présentateur)|Garcin, Thierry (Producteur)|Di Meglio, Jean François (Participant)";"Interview entretien";"";"0";""
"5671717_001";"France Culture";"2013-06-07T06:57:00+01:00";"2013-06-07T06:58:00+01:00";"2013-06-07";"60";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671718_001";"France Culture";"2013-06-07T07:00:00+01:00";"2013-06-07T07:12:48+01:00";"2013-06-07";"768";"Journal 07h00 : émission du 07 juin 2013";"Journal 07h00";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5671719_001";"France Culture";"2013-06-07T07:12:00+01:00";"2013-06-07T07:15:10+01:00";"2013-06-07";"190";"Philo ergo sum";"Pixel";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Chronique";"";"0";""
"5671720_001";"France Culture";"2013-06-07T07:17:00+01:00";"2013-06-07T07:24:40+01:00";"2013-06-07";"460";"Le monde selon Hubert Védrine : émission du 07 juin 2013";"Le monde selon";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Védrine, Hubert (Présentateur)";"Chronique";"";"0";""
"5671721_001";"France Culture";"2013-06-07T07:24:00+01:00";"2013-06-07T07:29:23+01:00";"2013-06-07";"323";"Revue de presse internationale : [émission du 07 juin 2013]";"Revue de presse internationale";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Cluzel, Thomas (Présentateur)";"Revue de presse";"";"0";""
"5671722_001";"France Culture";"2013-06-07T07:30:00+01:00";"2013-06-07T07:34:05+01:00";"2013-06-07";"245";"Le Conseil français du culte musulman renouvelle ses représentants";"Le choix de la rédaction";"Les matins de France Culture";"Reportage à Toulouse de Stéphane IGLESIS consacré aux élections du Conseil français du culte musulman qui va renouveler ses instances dirigeantes, cependant que nombre de mosquées et associations musulmanes indépendantes entendent boycotter ce vote. Elles dénoncent le manque de représentativité et d'indépendance du CFCM. Interviews de Mohammed Habib SAMRAKANDI, directeur de la revue "" Horizons maghrébins "", d'Abdellatif MELLOUKI, membre du CFCM et du CRCM en Haute-Garonne, et du vice-président de l'Association des mosquées de France.";"Production propre";"Radio France, 2013 (Producteur)";"religion|musulman|CFCM|élection|islam";"Iglesis, Stéphane (Journaliste)|Mellouki, Abdellatif (Participant)|Samrakandi, Habib (Participant)";"Reportage";"";"0";""
"5671723_001";"France Culture";"2013-06-07T07:36:00+01:00";"2013-06-07T07:38:47+01:00";"2013-06-07";"167";"Le poids des mots, le choc des fachos";"Le billet politique d'Hubert Huertas";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Huertas, Hubert (Présentateur)";"Chronique";"";"0";""
"5671724_001";"France Culture";"2013-06-07T07:38:00+01:00";"2013-06-07T07:42:42+01:00";"2013-06-07";"282";"Les idées claires de Danièle Sallenave : émission du 07 juin 2013";"Les idées claires";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Sallenave, Danièle (Présentateur)";"Chronique";"";"0";""
"5671725_001";"France Culture";"2013-06-07T07:41:00+01:00";"2013-06-07T07:53:49+01:00";"2013-06-07";"769";"L'invité des matins : émission du 07 juin 2013";"L'invité des matins";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interview entretien";"";"0";""
"5671726_001";"France Culture";"2013-06-07T07:56:00+01:00";"2013-06-07T07:59:16+01:00";"2013-06-07";"196";"La chronique de Philippe Meyer : émission du 07 juin 2013";"La chronique de Philippe Meyer";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Meyer, Philippe (Présentateur)";"Chronique";"";"0";""
"5671727_001";"France Culture";"2013-06-07T08:00:00+01:00";"2013-06-07T08:15:20+01:00";"2013-06-07";"920";"Journal 08h00 : émission du 07 juin 2013";"Journal 08h00";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5671728_001";"France Culture";"2013-06-07T08:15:00+01:00";"2013-06-07T08:15:30+01:00";"2013-06-07";"30";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671729_001";"France Culture";"2013-06-07T08:16:00+01:00";"2013-06-07T08:21:21+01:00";"2013-06-07";"321";"Crânes rasés, têtes creuses";"La chronique de Brice Couturier";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Couturier, Brice (Présentateur)";"Chronique";"";"0";""
"5671730_001";"France Culture";"2013-06-07T08:19:00+01:00";"2013-06-07T08:46:55+01:00";"2013-06-07";"1675";"L'invité des matins : émission du 07 juin 2013";"L'invité des matins";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interview entretien";"";"0";""
"5671731_001";"France Culture";"2013-06-07T08:50:00+01:00";"2013-06-07T08:54:43+01:00";"2013-06-07";"283";"Tout feu, tout flamme : émission du 07 juin 2013";"Tout feu, tout flamme";"Les matins de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Lannelongue, Marie Pierre (Présentateur)";"Chronique";"";"0";""
"5671732_001";"France Culture";"2013-06-07T09:00:00+01:00";"2013-06-07T09:04:50+01:00";"2013-06-07";"290";"Journal 09h00 : émission du 07 juin 2013";"Journal 09h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5671733_001";"France Culture";"2013-06-07T09:05:00+01:00";"2013-06-07T09:06:00+01:00";"2013-06-07";"60";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671734_001";"France Culture";"2013-06-07T09:06:00+01:00";"2013-06-07T09:59:12+01:00";"2013-06-07";"3192";"La fabrique de l'histoire : émission du 07 juin 2013";"La fabrique de l'histoire";"";"Emmanuel LAURENTIN anime cette émission consacrée à Marseille, en direct du MuCEM, Musée des Civilisations de l'Europe et de la Méditerranée, qui vient d'ouvrir ses portes. Il évoque le cosmopolitisme marseillais autour de l'ouvrage collectif d'historiens ""Les batailles de Marseille. Immigration, violences et conflits XIXe-XXe siècles"", en compagnie des historiens Stéphane MOURLANE et Céline REGNARD, et de Mireille MAURICE, déléguée régionale de l'Ina à Marseille. Leurs propos sont étayés par des documents d'archives.";"Production propre";"Radio France, 2013 (Producteur)";"musée|immigration|Ina|document d'archives|conservation d'archives|époque contemporaine|Marseille|livre";"Laurentin, Emmanuel (Présentateur)|Laurentin, Emmanuel (Producteur)|Camar Mercier, Françoise (Réalisateur)|Maurice, Mireille (Participant)|Mourlane, Stéphane (Participant)|Kien, Anaïs (Journaliste)|Regnard Drouot, Céline (Participant)";"Magazine|Reportage";"";"0";""
"5671736_001";"France Culture";"2013-06-07T09:59:30+01:00";"2013-06-07T10:00:00+01:00";"2013-06-07";"30";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671737_001";"France Culture";"2013-06-07T10:00:00+01:00";"2013-06-07T10:59:08+01:00";"2013-06-07";"3548";"Nuit Sartre à l'ENS : Sartre et la liberté";"Les nouveaux chemins de la connaissance";"";"Dans le cadre de la Nuit Sartre à l'Ecole Normale Supérieure de la rue d'Ulm à Paris, Philippe PETIT reçoit, en direct de l'ENS, les philosophes et chercheurs Juliette SIMONT, Jean BOURGAULT, Patrice MANIGLIER et Aliocha WALD LASOWSKI sur le thème ""Sartre et la liberté"".";"Production propre";"Radio France, 2013 (Producteur)";"Sartre, Jean Paul|liberté";"Portis Guérin, Mydia (Réalisateur)|Wald, Lasowski Aliocha (Participant)|Bourgault, Jean (Participant)|Maniglier, Patrice (Participant)|Simont, Juliette (Participant)|Petit, Philippe (Présentateur)|Petit, Philippe (Producteur)";"Magazine|Interview entretien";"";"0";""
"5671738_001";"France Culture";"2013-06-07T10:59:00+01:00";"2013-06-07T11:00:00+01:00";"2013-06-07";"60";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671739_001";"France Culture";"2013-06-07T11:00:00+01:00";"2013-06-07T11:51:21+01:00";"2013-06-07";"3081";"En direct du MuCEM à Marseille : économie touristique en Méditerranée";"";"Culturesmonde";"En direct du MuCEM, Musée des Civilisations de l'Europe et de la Méditerranée, à Marseille célébrée cette année en tant que capitale européenne de la Culture, Florian DELORME propose une table ronde sur le tourisme dans un bassin méditerranéen en pleins remous dans le contexte de crise économique et sociale que connaît l'Europe. Pour en parler, il reçoit Jean-Pierre LOZATO GIOTART, responsable du Pôle Tourisme à l'université Paris 3 Sorbonne, et Philippe BACHIMONT, professeur de Géographie. Autres invités de l'émission : le reporter François MISSEN pour un documentaire sur une famille Rom à Marseille et Denis CHEVALIER, commissaire de l'exposition temporaire ""Au bazar du genre, féminin - masculin en Méditerranée"".";"Production propre";"Radio France, 2013 (Producteur)";"musée|touriste|crise économique|tourisme|exposition|vie économique|Marseille";"Lozato Giotart, Jean Pierre (Participant)|Baudouin, Philippe (Réalisateur)|Chevallier, Denis (Participant)|Delorme, Florian (Présentateur)|Delorme, Florian (Producteur)";"Tranche horaire|Interview entretien";"";"0";""
"5671740_001";"France Culture";"2013-06-07T11:02:00+01:00";"2013-06-07T11:18:19+01:00";"2013-06-07";"979";"Le retour de François Missen de l'Estaque à Marseille";"Le retour de";"";"Le reporter François MISSEN de retour de l'Estaque à Marseille vient parler du documentaire ""Une semaine en décembre"" consacré à un campement de Roms dans ce quartier.";"Production propre";"Radio France, 2013 (Producteur)";"campement|quartier|Tzigane|immigration|condition de vie|Marseille";"Missen, François (Participant)|Delorme, Florian (Producteur)";"Interview entretien";"";"0";""
"5671741_001";"France Culture";"2013-06-07T11:50:00+01:00";"2013-06-07T11:56:53+01:00";"2013-06-07";"413";"Europe connexion : 5ème épisode";"Micro fiction";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Plank, Alexandre (Réalisateur)|Badea, Alexandra (Réalisateur)";"Création sonore";"";"0";""
"5671742_001";"France Culture";"2013-06-07T11:58:00+01:00";"2013-06-07T11:59:00+01:00";"2013-06-07";"60";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671743_001";"France Culture";"2013-06-07T12:00:00+01:00";"2013-06-07T12:02:00+01:00";"2013-06-07";"120";"Les titres du journal 12h00 : émission du 07 juin 2013";"Les titres du journal 12h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5671744_001";"France Culture";"2013-06-07T12:00:00+01:00";"2013-06-07T13:30:00+01:00";"2013-06-07";"5400";"La grande table : émission du 07 juin 2013";"La grande table";"";"Magazine culturel présenté par Caroline BROUE qui se trouve aujourd'hui en direct de Marseille à l'occasion de l'ouverture du MuCEM, Musée des Civilisations de l'Europe et de la Méditerranée. En première partie d'émission, conversation avec le commissaire d'exposition Thierry FABRE, responsable du département culturel et des Relations Internationales du MuCEM, le documentariste Régis SAUDER et l'historien Jean-Jacques JORDI sur le thème La Méditerranée comme espace culturel. En seconde partie d'émission, Thierry FABRE est rejoint par Bruno SUZZARELLI, président du MUCEM pour parler du musée comme cité culturelle, de ses collections et des expositions. Elle propose également une visite en direct dans ""La galerie de La Méditerranée"" avec Zeev GOURARIER, conservateur général du Patrimoine, et Raphaël BOURGOIS.";"Production propre";"Radio France, 2013 (Producteur)";"musée|exposition|architecture|Marseille";"Gourarier, Zeev (Participant)|Sauder, Régis (Participant)|Fabre, Thierry (Participant)|Jordi, Jean Jacques (Participant)|Broue, Caroline (Présentateur)|Broue, Caroline (Producteur)|Legras, Peiré (Réalisateur)|Bourgois, Raphaël (Participant)|Suzzarelli, Bruno (Participant)";"Magazine";"";"0";""
"5671746_001";"France Culture";"2013-06-07T12:29:30+01:00";"2013-06-07T12:30:00+01:00";"2013-06-07";"30";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671747_001";"France Culture";"2013-06-07T12:30:00+01:00";"2013-06-07T12:55:01+01:00";"2013-06-07";"1501";"Journal 12h30 : émission du 07 juin 2013";"Journal 12h30";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5671748_001";"France Culture";"2013-06-07T12:55:00+01:00";"2013-06-07T12:56:00+01:00";"2013-06-07";"60";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671745_001";"France Culture";"2013-06-07T12:56:00+01:00";"2013-06-07T13:30:00+01:00";"2013-06-07";"2040";"La grande table : émission du 07 juin 2013";"La grande table";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Broue, Caroline (Présentateur)|Broue, Caroline (Producteur)|Legras, Peiré (Réalisateur)";"Magazine";"";"0";""
"5671749_001";"France Culture";"2013-06-07T13:30:00+01:00";"2013-06-07T13:30:30+01:00";"2013-06-07";"30";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671750_001";"France Culture";"2013-06-07T13:30:30+01:00";"2013-06-07T13:57:42+01:00";"2013-06-07";"1632";"Denise et son artiste";"Les pieds sur terre";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Kronlund, Sonia (Journaliste)|Kronlund, Sonia (Présentateur)|Kronlund, Sonia (Producteur)|Cassar, Séverine (Réalisateur)";"Reportage";"";"0";""
"5671751_001";"France Culture";"2013-06-07T13:58:00+01:00";"2013-06-07T13:59:00+01:00";"2013-06-07";"60";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671752_001";"France Culture";"2013-06-07T14:00:00+01:00";"2013-06-07T14:58:24+01:00";"2013-06-07";"3504";"Science publique : émission du 07 juin 2013";"Science publique";"Le goût du savoir";"Michel ALBERGANTI s'intéresse aujourd'hui à la rencontre organisée par l'Ircam sur le thème ""Postérité, devenir, oubli, l'oeuvre du numérique"". Il reçoit Andrew GERZSO, directeur du département Pédagogie et action culturelle de l'Ircam, Sylvain LUMBROSO, coordinateur des répliques Art-Science de l'Ircam, et Jean-Baptiste CLAIS, ethnologue et conservateur à la section Chine du musée des arts asiatiques Guimet,  pour un débat sur ce thème. Les auditeurs ou les internautes sont invités à poser leurs questions aux spécialistes présents dans le studio.";"Production propre";"Radio France, 2013 (Producteur)";"musique|oeuvre d'art|art numérique|photographie";"Journo, Dany (Réalisateur)|Gerzso, Andrew (Participant)|Clais, Jean Baptiste (Participant)|Alberganti, Michel (Présentateur)|Alberganti, Michel (Producteur)";"Magazine|Débat";"";"0";""
"5671753_001";"France Culture";"2013-06-07T14:58:00+01:00";"2013-06-07T14:59:00+01:00";"2013-06-07";"60";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671754_001";"France Culture";"2013-06-07T15:00:00+01:00";"2013-06-07T15:59:39+01:00";"2013-06-07";"3579";"De Fès à la peinture";"Cultures d'islam";"";"Magazine présenté par Abdelwahab MEDDEB qui s'entretient avec le peintre marocain Fouad BELLAMINE à propos de son oeuvre.";"Production propre";"Radio France, 2013 (Producteur)";"peinture-art|Bellamine, Fouad|artiste peintre";"Bellamine, Fouad (Participant)|Meddeb, Abdelwahab (Présentateur)|Meddeb, Abdelwahab (Producteur)|Caunac, François (Réalisateur)";"Magazine|Interview entretien";"";"0";""
"5671755_001";"France Culture";"2013-06-07T15:59:30+01:00";"2013-06-07T16:00:00+01:00";"2013-06-07";"30";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671756_001";"France Culture";"2013-06-07T16:00:00+01:00";"2013-06-07T16:59:18+01:00";"2013-06-07";"3558";"Des balles et des ballons : 5ème émission : Des ronds dans le son";"";"Pas la peine de crier";"Pour le cinquième et dernier volet d'une série d'émissions sur le thème ""Des balles et des ballons"", Marie RICHEUX reçoit, dans le cadre de la carte blanche musicale du vendredi, le compositeur et joueur de vielle à roue Yann GOURDON. L'invité, qui travaille par ailleurs sur les usages du son continu, propose sa sélection musicale.";"Production propre";"Radio France, 2013 (Producteur)";"musique|vielle";"Richeux, Marie (Présentateur)|Richeux, Marie (Producteur)|Gourdon, Yann (Participant)|Chanel, Anne Laure (Réalisateur)";"Tranche horaire";"";"0";""
"5671757_001";"France Culture";"2013-06-07T16:02:00+01:00";"2013-06-07T16:12:31+01:00";"2013-06-07";"631";"ean Quentin Châtelain : Gros Câlin";"Je déballe ma bibliothèque";"Pas la peine de crier";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Chatelain, Jean Quentin (Participant)|Chatelain, Jean Quentin (Interprète)|Richeux, Marie (Présentateur)|Richeux, Marie (Producteur)";"Lecture|Interview entretien";"";"0";""
"5671758_001";"France Culture";"2013-06-07T16:15:00+01:00";"2013-06-07T16:19:25+01:00";"2013-06-07";"265";"Polaroïd : émission du 07 juin 2013";"Polaroïd";"Pas la peine de crier";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Richeux, Marie (Interprète)|Richeux, Marie (Producteur)";"Lecture";"";"0";""
"5671759_001";"France Culture";"2013-06-07T16:50:00+01:00";"2013-06-07T16:52:30+01:00";"2013-06-07";"150";"L'infraordinaire : 5ème émission";"Poème du jour";"Pas la peine de crier";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Lopez, Jérémy (Interprète)";"Lecture";"";"0";""
"5671760_001";"France Culture";"2013-06-07T16:59:30+01:00";"2013-06-07T17:00:00+01:00";"2013-06-07";"30";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671761_001";"France Culture";"2013-06-07T17:00:00+01:00";"2013-06-07T18:59:05+01:00";"2013-06-07";"7145";"Le 5 à 7 : émission du 07 juin 2013";"";"Le 5 à 7";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Gardette, Hervé (Producteur)|Gardette, Hervé (Présentateur)";"Tranche horaire";"";"0";""
"5671762_001";"France Culture";"2013-06-07T17:00:30+01:00";"2013-06-07T17:53:32+01:00";"2013-06-07";"3182";"Sur la Route... de Jean Paul Sartre : du Havre à Saint Germain des Prés";"Sur la route";"Le 5 à 7";"Magazine animé par Olivia GESBERT qui est aujourd'hui en direct de l'Ecole Normale Supérieure, rue d'Ulm à Paris, pour une émission consacrée au philosophe Jean-Paul Sartre. Elle s'entretient avec Annie COHEN-SOLAL, biographe de Jean-Paul Sartre, auteur de ""Une renaissance sartrienne"", avec l'essayiste Jean-Luc MOREAU, auteur de ""Sartre, voyageur sans billet"" et ""Le Paris de Sartre et Beauvoir"", Magali REGHEZZA, directrice d'études à l'ENS, conceptrice de cartes retraçant les itinéraires sartriens, et Pauline VALLEE, de l'ENS, à propos de ces cartes sonores. Olivia GESBERT propose aussi un reportage intitulé ""Sur les pas de Sartre au Havre"" comprenant une interview de l'archiviste Dominique ROUET.";"Production propre";"Radio France, 2013 (Producteur)";"existentialisme|Paris|Le Havre|Sartre, Jean Paul|Ecole normale supérieure|philosophe";"Cohen Solal, Annie (Participant)|Moreau, Jean Luc (Participant)|Croizier, Yvon (Réalisateur)|Gesbert, Olivia (Présentateur)|Gesbert, Olivia (Producteur)|Reghezza, Magali (Participant)|Rouet, Dominique (Participant)";"Magazine";"";"0";""
"5671763_001";"France Culture";"2013-06-07T17:55:00+01:00";"2013-06-07T17:58:43+01:00";"2013-06-07";"223";"Le pays le plus populaire au monde";"L'hebdo des idées";"Le 5 à 7";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Couturier, Brice (Présentateur)|Couturier, Brice (Producteur)";"Chronique";"";"0";""
"5671764_001";"France Culture";"2013-06-07T17:59:00+01:00";"2013-06-07T17:59:30+01:00";"2013-06-07";"30";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"Le 5 à 7";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671765_001";"France Culture";"2013-06-07T17:59:30+01:00";"2013-06-07T18:00:00+01:00";"2013-06-07";"30";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"Le 5 à 7";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5671766_001";"France Culture";"2013-06-07T18:00:00+01:00";"2013-06-07T18:15:45+01:00";"2013-06-07";"945";"Journal 18h00 : émission du 07 juin 2013";"Journal 18h00";"Le 5 à 7";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
